hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,has_agent,has_company,arrival_date,total_nights,total_guests,is_family,adr_per_person,lead_time_group,cancel_history_ratio,season,arrival_weekday,is_domestic
Resort Hotel,0,29,2015,7,27,4,2,6,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,241,0,Transient,116.5,0,1,1,0,2015-07-04,8,3,0,38.8333,8-30,0.0,Summer,5,1
Resort Hotel,1,101,2015,7,27,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,96.3,0,1,1,0,2015-07-04,8,2,0,48.15,91-180,0.0,Summer,5,1
Resort Hotel,0,109,2015,7,27,4,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,123.0,0,1,1,0,2015-07-04,8,2,0,61.5,91-180,0.0,Summer,5,1
Resort Hotel,0,92,2015,7,27,4,4,6,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,0,Contract,71.55,0,1,1,0,2015-07-04,10,2,0,35.775,91-180,0.0,Summer,5,0
Resort Hotel,0,92,2015,7,27,4,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,0,Contract,71.55,0,1,1,0,2015-07-04,10,2,0,35.775,91-180,0.0,Summer,5,1
Resort Hotel,0,79,2015,7,27,4,4,6,2,1,0,HB,PRT,Direct,Direct,0,0,0,D,1,No Deposit,250,0,Transient,149.0,0,1,1,0,2015-07-04,10,3,1,49.6667,31-90,0.0,Summer,5,1
Resort Hotel,0,2,2015,7,27,4,0,1,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,1,No Deposit,240,0,Transient,163.0,1,0,1,0,2015-07-04,1,4,1,40.75,0-7,0.0,Summer,5,1
Resort Hotel,0,30,2015,7,27,4,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,8,0,Contract,79.5,0,0,1,0,2015-07-04,1,2,0,39.75,8-30,0.0,Summer,5,1
Resort Hotel,1,51,2015,7,27,4,0,1,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,105.0,0,0,1,0,2015-07-04,1,1,0,105.0,31-90,0.0,Summer,5,1
Resort Hotel,1,36,2015,7,27,4,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,1,No Deposit,250,0,Transient,123.0,0,0,1,0,2015-07-04,1,1,0,123.0,31-90,0.0,Summer,5,1
Resort Hotel,1,73,2015,7,27,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,73.8,0,2,1,0,2015-07-04,1,2,0,36.9,31-90,0.0,Summer,5,1
Resort Hotel,1,33,2015,7,27,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,113.0,0,0,1,0,2015-07-04,1,2,0,56.5,31-90,0.0,Summer,5,1
Resort Hotel,0,32,2015,7,27,4,0,1,4,0,0,FB,PRT,Complementary,Direct,0,0,0,H,2,No Deposit,NoAgent,0,Transient,0.0,0,1,0,0,2015-07-04,1,4,0,0.0,31-90,0.0,Summer,5,1
Resort Hotel,0,8,2015,7,27,4,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,123.0,0,0,1,0,2015-07-04,1,2,0,61.5,8-30,0.0,Summer,5,0
Resort Hotel,0,100,2015,7,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,73.8,1,1,1,0,2015-07-04,2,2,0,36.9,91-180,0.0,Summer,5,0
Resort Hotel,0,1,2015,7,27,4,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,114.5,0,0,1,0,2015-07-04,2,2,0,57.25,0-7,0.0,Summer,5,1
Resort Hotel,0,100,2015,7,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,73.8,0,2,1,0,2015-07-04,2,2,0,36.9,91-180,0.0,Summer,5,0
Resort Hotel,0,100,2015,7,27,4,1,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient-Party,73.8,0,1,1,0,2015-07-04,2,2,0,36.9,91-180,0.0,Summer,5,0
Resort Hotel,0,9,2015,7,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,88.2,0,1,1,0,2015-07-05,1,2,0,44.1,8-30,0.0,Summer,6,0
Resort Hotel,1,5,2015,7,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,97.0,0,0,1,0,2015-07-05,1,2,0,48.5,0-7,0.0,Summer,6,1
Resort Hotel,0,0,2015,7,28,5,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,1,No Deposit,306,0,Transient,85.1,0,0,1,0,2015-07-05,1,2,0,42.55,0-7,0.0,Summer,6,0
Resort Hotel,0,9,2015,7,28,5,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,184,0,Transient,89.0,0,0,1,0,2015-07-05,1,1,0,89.0,8-30,0.0,Summer,6,0
Resort Hotel,0,2,2015,7,28,5,1,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,80.1,0,0,1,0,2015-07-05,1,1,0,80.1,0-7,0.0,Summer,6,1
Resort Hotel,0,2,2015,7,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,98.0,0,0,1,0,2015-07-05,1,2,0,49.0,0-7,0.0,Summer,6,1
Resort Hotel,0,9,2015,7,28,5,1,0,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,0,No Deposit,184,0,Transient,101.0,1,0,1,0,2015-07-05,1,1,0,101.0,8-30,0.0,Summer,6,0
Resort Hotel,1,5,2015,7,28,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,97.0,0,0,1,0,2015-07-05,1,2,0,48.5,0-7,0.0,Summer,6,1
Resort Hotel,0,2,2015,7,28,5,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,0,No Deposit,NoAgent,0,Transient,167.0,0,1,0,0,2015-07-05,1,2,0,83.5,0-7,0.0,Summer,6,1
Resort Hotel,0,44,2015,7,28,5,2,0,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,G,3,No Deposit,240,0,Transient,225.0,2,0,1,0,2015-07-05,2,3,0,75.0,31-90,0.0,Summer,6,1
Resort Hotel,0,80,2015,7,28,5,2,0,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,97.0,1,0,1,0,2015-07-05,2,2,0,48.5,31-90,0.0,Summer,6,0
Resort Hotel,0,97,2015,7,28,5,2,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,87.3,0,2,1,0,2015-07-05,4,2,0,43.65,91-180,0.0,Summer,6,0
Resort Hotel,0,109,2015,7,28,5,2,3,2,1,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,241,0,Transient,85.59,1,2,1,0,2015-07-05,5,3,1,28.53,91-180,0.0,Summer,6,0
Resort Hotel,0,30,2015,7,28,5,2,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,123.0,0,0,1,0,2015-07-05,5,2,0,61.5,8-30,0.0,Summer,6,0
Resort Hotel,0,64,2015,7,28,5,2,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,107.0,0,0,1,0,2015-07-05,5,2,0,53.5,31-90,0.0,Summer,6,1
Resort Hotel,0,39,2015,7,28,5,2,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,H,0,No Deposit,240,0,Transient,163.0,0,0,1,0,2015-07-05,6,2,0,81.5,31-90,0.0,Summer,6,0
Resort Hotel,0,90,2015,7,28,5,2,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,82.0,0,0,1,0,2015-07-05,6,2,0,41.0,31-90,0.0,Summer,6,1
Resort Hotel,1,34,2015,7,28,5,2,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,H,0,No Deposit,240,0,Transient,163.0,0,0,1,0,2015-07-05,6,4,1,40.75,31-90,0.0,Summer,6,1
Resort Hotel,1,93,2015,7,28,5,2,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,15,0,Transient,105.5,0,0,1,0,2015-07-05,7,2,0,52.75,91-180,0.0,Summer,6,1
Resort Hotel,0,97,2015,7,28,5,2,5,2,2,0,HB,PRT,Direct,Direct,0,0,0,C,1,No Deposit,250,0,Transient,164.2,1,1,1,0,2015-07-05,7,4,1,41.05,91-180,0.0,Summer,6,1
Resort Hotel,0,29,2015,7,28,5,2,5,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,F,0,No Deposit,241,0,Transient,97.29,0,1,1,0,2015-07-05,7,2,0,48.645,8-30,0.0,Summer,6,0
Resort Hotel,1,101,2015,7,28,5,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,114.0,0,1,1,0,2015-07-05,7,2,0,57.0,91-180,0.0,Summer,6,1
Resort Hotel,0,27,2015,7,28,5,2,5,2,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,E,0,No Deposit,175,0,Transient,98.4,0,0,1,0,2015-07-05,7,2,0,49.2,8-30,0.0,Summer,6,0
Resort Hotel,0,8,2015,7,28,5,4,5,2,2,0,BB,CHE,Online TA,TA/TO,0,0,0,H,1,No Deposit,240,0,Transient,175.0,1,1,1,0,2015-07-05,9,4,1,43.75,8-30,0.0,Summer,6,0
Resort Hotel,0,82,2015,7,28,5,4,6,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,5,0,Transient,63.6,1,2,1,0,2015-07-05,10,2,0,31.8,31-90,0.0,Summer,6,1
Resort Hotel,0,94,2015,7,28,5,4,6,3,0,0,BB,PRT,Direct,Direct,0,0,0,D,3,No Deposit,NoAgent,0,Transient,124.45,1,1,0,0,2015-07-05,10,3,0,41.4833,91-180,0.0,Summer,6,1
Resort Hotel,0,110,2015,7,28,5,4,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,0,Contract,110.7,0,0,1,0,2015-07-05,11,2,0,55.35,91-180,0.0,Summer,6,0
Resort Hotel,0,96,2015,7,28,5,4,10,1,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,40,0,Contract,74.07,0,0,1,0,2015-07-05,14,1,0,74.07,91-180,0.0,Summer,6,0
Resort Hotel,0,79,2015,7,28,5,4,10,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,243,0,Contract,134.1,0,0,1,0,2015-07-05,14,2,0,67.05,31-90,0.0,Summer,6,0
Resort Hotel,0,115,2015,7,28,6,1,4,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,1,No Deposit,240,0,Transient,167.0,0,0,1,0,2015-07-06,5,4,1,41.75,91-180,0.0,Summer,0,1
Resort Hotel,0,111,2015,7,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,123.0,0,2,1,0,2015-07-06,4,2,0,61.5,91-180,0.0,Summer,0,1
Resort Hotel,0,51,2015,7,28,6,1,3,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,0,No Deposit,241,0,Transient,117.81,1,2,1,0,2015-07-06,4,2,0,58.905,31-90,0.0,Summer,0,0
Resort Hotel,0,94,2015,7,28,6,1,3,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,96,0,Transient,171.32,0,1,1,0,2015-07-06,4,3,0,57.1067,91-180,0.0,Summer,0,0
Resort Hotel,0,81,2015,7,28,6,1,3,2,2,0,HB,CHE,Direct,Direct,0,0,0,G,0,No Deposit,250,0,Transient,210.0,1,0,1,0,2015-07-06,4,4,1,52.5,31-90,0.0,Summer,0,0
Resort Hotel,0,84,2015,7,28,6,1,3,2,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,1,No Deposit,240,0,Transient,97.0,0,2,1,0,2015-07-06,4,3,1,32.3333,31-90,0.0,Summer,0,1
Resort Hotel,0,51,2015,7,28,6,1,3,3,0,0,BB,USA,Online TA,TA/TO,0,0,0,G,0,No Deposit,241,0,Transient,117.81,0,2,1,0,2015-07-06,4,3,0,39.27,31-90,0.0,Summer,0,0
Resort Hotel,0,111,2015,7,28,6,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,0.0,0,2,1,0,2015-07-06,0,2,0,0.0,91-180,0.0,Summer,0,1
Resort Hotel,0,0,2015,7,28,6,0,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,0,No Deposit,250,0,Transient,0.0,0,0,1,0,2015-07-06,0,1,0,0.0,0-7,0.0,Summer,0,1
Resort Hotel,0,2,2015,7,28,6,1,0,2,1,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,NoAgent,0,Transient,131.0,0,0,0,0,2015-07-06,1,3,1,43.6667,0-7,0.0,Summer,0,1
Resort Hotel,0,7,2015,7,28,6,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,98.0,0,2,1,0,2015-07-06,2,2,0,49.0,0-7,0.0,Summer,0,1
Resort Hotel,0,98,2015,7,28,6,1,1,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,87.3,1,1,1,0,2015-07-06,2,2,0,43.65,91-180,0.0,Summer,0,0
Resort Hotel,0,95,2015,7,28,6,1,2,2,0,0,BB,GRC,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,97.0,0,1,1,0,2015-07-06,3,2,0,48.5,91-180,0.0,Summer,0,0
Resort Hotel,1,48,2015,7,28,6,1,3,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,167.0,0,0,1,0,2015-07-06,4,2,0,83.5,31-90,0.0,Summer,0,1
Resort Hotel,0,66,2015,7,28,6,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,175,0,Transient,91.5,0,0,1,0,2015-07-06,4,2,0,45.75,31-90,0.0,Summer,0,1
Resort Hotel,0,104,2015,7,28,6,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,1,No Deposit,240,0,Transient,73.8,0,1,1,0,2015-07-06,4,2,0,36.9,91-180,0.0,Summer,0,1
Resort Hotel,0,28,2015,7,28,6,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,123.0,0,0,1,0,2015-07-06,5,2,0,61.5,8-30,0.0,Summer,0,1
Resort Hotel,0,34,2015,7,28,6,1,4,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,0,No Deposit,250,0,Transient,175.0,1,0,1,0,2015-07-06,5,2,0,87.5,31-90,0.0,Summer,0,1
Resort Hotel,0,98,2015,7,28,6,1,5,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,117.8,1,1,1,0,2015-07-06,6,2,0,58.9,91-180,0.0,Summer,0,0
Resort Hotel,0,104,2015,7,28,6,1,5,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,1,No Deposit,240,0,Transient,117.63,0,0,1,0,2015-07-06,6,2,0,58.815,91-180,0.0,Summer,0,1
Resort Hotel,0,68,2015,7,28,6,2,5,2,2,0,HB,PRT,Online TA,TA/TO,0,0,0,G,0,No Deposit,240,0,Transient,185.0,0,0,1,0,2015-07-06,7,4,1,46.25,31-90,0.0,Summer,0,1
Resort Hotel,1,86,2015,7,28,6,2,5,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,175,0,Transient,71.0,0,1,1,0,2015-07-06,7,1,0,71.0,31-90,0.0,Summer,0,1
Resort Hotel,0,258,2015,7,28,6,2,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,0,Contract,47.25,0,0,1,0,2015-07-06,7,2,0,23.625,181-365,0.0,Summer,0,0
Resort Hotel,0,111,2015,7,28,6,3,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,151.0,0,1,1,0,2015-07-06,8,2,0,75.5,91-180,0.0,Summer,0,1
Resort Hotel,1,94,2015,7,28,6,3,7,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,87.3,0,0,1,0,2015-07-06,10,2,0,43.65,91-180,0.0,Summer,0,1
Resort Hotel,0,112,2015,7,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,242,0,Transient,120.6,0,1,1,0,2015-07-06,10,2,0,60.3,91-180,0.0,Summer,0,0
Resort Hotel,0,100,2015,7,28,6,3,7,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,1,No Deposit,241,0,Transient,63.86,0,1,1,0,2015-07-06,10,2,0,31.93,91-180,0.0,Summer,0,0
Resort Hotel,0,33,2015,7,28,6,3,7,2,0,0,HB,PRT,Direct,Direct,0,0,0,F,5,No Deposit,250,0,Transient,157.1,0,1,1,0,2015-07-06,10,2,0,78.55,31-90,0.0,Summer,0,1
Resort Hotel,0,97,2015,7,28,6,3,7,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,156,0,Contract,91.37,0,2,1,0,2015-07-06,10,2,0,45.685,91-180,0.0,Summer,0,0
Resort Hotel,0,80,2015,7,28,6,3,8,1,0,0,BB,FRA,Direct,Direct,0,0,0,A,1,No Deposit,NoAgent,0,Transient,73.0,0,0,0,0,2015-07-06,11,1,0,73.0,31-90,0.0,Summer,0,0
Resort Hotel,0,90,2015,7,28,6,4,10,2,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,8,0,Contract,110.7,0,0,1,0,2015-07-06,14,2,0,55.35,31-90,0.0,Summer,0,0
Resort Hotel,0,111,2015,7,28,6,4,10,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,40,0,Contract,93.6,0,0,1,0,2015-07-06,14,2,0,46.8,91-180,0.0,Summer,0,0
Resort Hotel,0,65,2015,7,28,6,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,127,0,Transient,83.5,0,0,1,0,2015-07-06,7,2,0,41.75,31-90,0.0,Summer,0,1
Resort Hotel,1,67,2015,7,28,7,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,73.8,0,1,1,0,2015-07-07,2,2,0,36.9,31-90,0.0,Summer,1,1
Resort Hotel,0,55,2015,7,28,7,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,82.0,1,2,1,0,2015-07-07,3,2,0,41.0,31-90,0.0,Summer,1,0
Resort Hotel,0,21,2015,7,28,7,0,3,2,1,0,HB,PRT,Direct,Direct,0,0,0,F,0,No Deposit,250,0,Transient,185.5,0,1,1,0,2015-07-07,3,3,1,61.8333,8-30,0.0,Summer,1,1
Resort Hotel,0,8,2015,7,28,7,0,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,NoAgent,0,Transient,0.0,0,1,0,0,2015-07-07,0,2,0,0.0,8-30,0.0,Summer,1,1
Resort Hotel,0,8,2015,7,28,7,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,0.0,0,1,1,0,2015-07-07,0,2,0,0.0,8-30,0.0,Summer,1,1
Resort Hotel,0,0,2015,7,28,7,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,109.8,0,3,1,0,2015-07-07,1,1,0,109.8,0-7,0.0,Summer,1,0
Resort Hotel,0,0,2015,7,28,7,0,1,3,0,0,HB,PRT,Direct,Direct,0,0,0,C,0,No Deposit,NoAgent,0,Transient,195.0,1,0,0,0,2015-07-07,1,3,0,65.0,0-7,0.0,Summer,1,1
Resort Hotel,0,0,2015,7,28,7,0,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,109.8,0,3,1,0,2015-07-07,1,1,0,109.8,0-7,0.0,Summer,1,0
Resort Hotel,0,8,2015,7,28,7,0,4,3,2,0,BB,ESP,Online TA,TA/TO,0,0,0,H,2,No Deposit,240,0,Transient,193.0,0,1,1,0,2015-07-07,4,5,1,38.6,8-30,0.0,Summer,1,0
Resort Hotel,0,66,2015,7,28,7,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,97.0,0,2,1,0,2015-07-07,4,2,0,48.5,31-90,0.0,Summer,1,1
Resort Hotel,0,88,2015,7,28,7,0,4,3,0,0,HB,USA,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,95,0,Transient,150.0,0,1,1,0,2015-07-07,4,3,0,50.0,31-90,0.0,Summer,1,0
Resort Hotel,0,0,2015,7,28,7,0,4,2,0,0,BB,NLD,Direct,Direct,0,0,0,A,2,No Deposit,NoAgent,0,Transient,98.0,0,0,0,0,2015-07-07,4,2,0,49.0,0-7,0.0,Summer,1,0
Resort Hotel,1,43,2015,7,28,7,0,5,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,134,0,Transient,91.5,0,0,1,0,2015-07-07,5,2,0,45.75,31-90,0.0,Summer,1,1
Resort Hotel,1,88,2015,7,28,7,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,139.0,0,2,1,0,2015-07-07,7,2,0,69.5,31-90,0.0,Summer,1,1
Resort Hotel,0,54,2015,7,28,7,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,8,0,Transient,79.5,0,0,1,0,2015-07-07,7,2,0,39.75,31-90,0.0,Summer,1,0
Resort Hotel,1,292,2015,7,28,7,2,5,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,2,0,Contract,47.25,0,0,1,0,2015-07-07,7,2,0,23.625,181-365,0.0,Summer,1,1
Resort Hotel,0,112,2015,7,28,7,4,10,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,156,0,Contract,126.65,0,1,1,0,2015-07-07,14,2,0,63.325,91-180,0.0,Summer,1,0
Resort Hotel,0,68,2015,7,28,8,0,3,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,107.0,0,1,1,0,2015-07-08,3,2,0,53.5,31-90,0.0,Summer,2,0
Resort Hotel,0,7,2015,7,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,131.0,1,2,1,0,2015-07-08,4,2,0,65.5,0-7,0.0,Summer,2,1
Resort Hotel,0,1,2015,7,28,8,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,131.0,1,1,1,0,2015-07-08,4,2,0,65.5,0-7,0.0,Summer,2,0
Resort Hotel,1,113,2015,7,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,123.0,0,1,1,0,2015-07-08,4,2,0,61.5,91-180,0.0,Summer,2,1
Resort Hotel,0,5,2015,7,28,8,0,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,0,No Deposit,240,0,Transient,146.0,0,1,1,0,2015-07-08,4,2,0,73.0,0-7,0.0,Summer,2,0
Resort Hotel,0,83,2015,7,28,8,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,105,0,Transient,110.7,0,1,1,0,2015-07-08,4,2,0,55.35,31-90,0.0,Summer,2,1
Resort Hotel,1,105,2015,7,28,8,0,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,0,No Deposit,240,0,Transient,73.8,0,1,1,0,2015-07-08,4,2,0,36.9,91-180,0.0,Summer,2,1
Resort Hotel,0,0,2015,7,28,8,0,1,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,0,No Deposit,146,0,Transient,61.0,0,0,1,0,2015-07-08,1,1,0,61.0,0-7,0.0,Summer,2,1
Resort Hotel,1,1,2015,7,28,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,NoAgent,0,Transient,104.72,0,1,0,1,2015-07-08,1,2,0,52.36,0-7,0.0,Summer,2,1
Resort Hotel,1,1,2015,7,28,8,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,0,No Deposit,NoAgent,0,Transient,104.72,0,1,0,1,2015-07-08,1,2,0,52.36,0-7,0.0,Summer,2,1
Resort Hotel,0,1,2015,7,28,8,0,2,2,0,0,BB,CHE,Corporate,Corporate,0,0,0,A,0,No Deposit,NoAgent,0,Transient,104.72,1,1,0,1,2015-07-08,2,2,0,52.36,0-7,0.0,Summer,2,0
Resort Hotel,1,102,2015,7,28,8,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,0,No Deposit,9,0,Transient,66.42,0,1,1,0,2015-07-08,5,2,0,33.21,91-180,0.0,Summer,2,1
Resort Hotel,0,113,2015,7,28,8,2,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,E,1,No Deposit,250,0,Transient,77.96,1,1,1,0,2015-07-08,6,2,0,38.98,91-180,0.0,Summer,2,1
Resort Hotel,1,280,2015,7,28,8,2,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,0,Contract,112.0,0,1,1,0,2015-07-08,7,3,1,37.3333,181-365,0.0,Summer,2,1
Resort Hotel,0,96,2015,7,28,8,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,107.0,0,1,1,0,2015-07-08,7,2,0,53.5,91-180,0.0,Summer,2,0
Resort Hotel,0,394,2015,7,28,8,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,0,No Deposit,40,0,Contract,89.68,0,0,1,0,2015-07-08,7,2,0,44.84,365+,0.0,Summer,2,0
Resort Hotel,0,33,2015,7,28,8,2,5,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,0,No Deposit,240,0,Transient,155.0,0,0,1,0,2015-07-08,7,2,0,77.5,31-90,0.0,Summer,2,1
Resort Hotel,0,82,2015,7,28,8,2,6,3,0,0,BB,IRL,Direct,Direct,0,0,0,A,0,No Deposit,250,0,Transient,112.0,0,1,1,0,2015-07-08,8,3,0,37.3333,31-90,0.0,Summer,2,0
